Id,Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,CO2 Emissions(g/km),City,HighWay,Combination
30910,4.0,6.0,2.9777784042058384,8.0,3.0,1.0,295,12.544509425422014,13.8,13.3
30911,18.0,2.0,2.0,4.0,23.0,3.0,215,12.544509425422014,7.0,8.4
30912,20.0,11.0,2.5,4.0,15.0,3.0,192,10.8,8.6,9.81
30913,11.0,0.0,1.6,4.0,13.0,3.0,168,9.0,7.3,8.2
30914,2.0,0.0,3.0,6.0,23.0,4.0,290,17.8,11.2,14.84
30915,6.0,9.0,1.4,4.0,7.0,3.0,204,12.544509425422014,7.9,9.66
30916,9.0,11.0,3.5,6.0,2.0,3.0,265,9.3,7.8,8.63
30917,4.0,6.0,4.3,5.292000277527232,3.0,3.0,323,14.1,10.91,12.66
30918,7.0,6.0,2.9777784042058384,8.0,11.0,1.0,299,15.7,9.137623176401432,17.51
30919,0.0,0.0,3.5,6.0,16.0,4.0,237,13.3,7.1,10.52
30920,10.0,11.0,2.4,4.0,6.0,3.0,227,10.2,8.3,9.3
30921,17.0,11.0,3.5,6.0,17.0,3.0,252,11.6,8.9,10.39
30922,6.0,3.0,1.4,4.0,22.0,3.0,174,10.3,6.7,8.68
30923,19.0,2.0,3.0,5.292000277527232,13.0,3.0,262,12.544509425422014,9.2,12.17
30924,6.0,3.0,1.4,4.0,22.0,3.0,170,8.2,5.4,6.94
30925,5.0,2.0,2.9777784042058384,4.0,23.0,3.0,177,9.9,9.137623176401432,9.0
30926,17.0,2.0,1.8,4.0,17.0,3.0,178,9.8,6.5,8.31
30927,20.0,2.0,1.8,4.0,20.0,3.0,176,9.9,6.7,8.46
30928,17.0,2.0,1.8,4.0,17.0,3.0,169,9.6,7.5,8.7
30929,14.0,2.0,3.4,6.0,11.0,4.0,265,15.7,14.1,14.98
30930,20.0,11.0,1.5,4.0,17.0,3.0,180,7.9,6.3,7.18
30931,5.0,1.0,6.4,8.0,5.0,4.0,344,15.11,13.19,14.25
30932,18.0,0.0,1.6,4.0,3.0,3.0,165,10.6,7.3,11.013572964095445
30933,4.0,12.0,5.3,8.0,3.0,3.0,335,17.39,10.4,14.25
30934,20.0,0.0,2.0,4.0,23.0,3.0,165,7.9,7.8,7.86
30935,7.0,11.0,2.0,4.0,13.0,3.0,186,7.4,6.6,7.04
30936,9.0,11.0,3.5,6.0,2.0,3.0,267,13.1,11.1,12.2
30937,8.0,2.0,1.8,4.0,22.0,3.0,184,8.9,7.7,8.36
30938,1.0,11.0,3.6,6.0,19.0,3.0,249,10.8,8.0,9.54
30939,2.0,1.0,3.0,6.0,15.0,4.0,280,15.6,13.7,14.75
30940,17.0,13.0,2.9777784042058384,6.0,23.0,4.0,298,18.3,12.0,15.46
30941,20.0,2.0,3.5,6.0,13.0,3.0,222,11.5,8.3,10.06
30942,3.0,12.0,6.2,8.0,0.0,4.0,360,12.544509425422014,13.7,17.67
30943,7.0,7.0,2.0,4.0,15.0,3.0,226,10.0,9.137623176401432,9.05
30944,7.0,10.0,5.2,8.0,23.0,4.0,361,14.1,10.3,12.39
30945,2.0,10.0,3.0,6.0,15.0,4.0,234,14.2,7.8,11.32
30946,20.0,0.0,1.8,4.0,17.0,3.0,171,10.0,7.5,11.013572964095445
30947,15.0,2.0,2.5,4.0,23.0,3.0,181,5.4,7.9,6.52
30948,5.0,2.0,6.4,8.0,5.0,4.0,338,15.7,10.2,13.22
30949,1.0,1.0,2.4,4.0,21.0,3.0,204,10.0,8.9,9.51
30950,5.0,1.0,3.6,6.0,2.0,3.0,267,18.0,9.3,11.013572964095445
30951,11.0,9.0,1.6,4.0,7.0,3.0,145,5.1,5.9,5.46
30952,11.0,11.0,2.9777784042058384,4.0,13.0,3.0,182,7.9,7.0,7.5
30953,11.0,11.0,2.9777784042058384,4.0,23.0,3.0,265,14.4,9.7,12.29
30954,3.0,12.0,3.6,6.0,13.0,3.0,291,16.89,9.137623176401432,13.93
30955,2.0,12.0,4.4,8.0,15.0,4.0,334,15.6,10.1,13.13
30956,1.0,11.0,2.0,4.0,20.0,3.0,186,11.7,8.8,10.39
30957,1.0,0.0,2.0,4.0,23.0,4.0,243,12.4,7.8,10.33
30958,4.0,1.0,2.5,4.0,13.0,3.0,229,11.6,6.9,9.49
30959,20.0,11.0,2.5,4.0,13.0,3.0,207,11.9,7.0,9.7
30960,4.0,11.0,1.6,4.0,3.0,0.0,187,11.0,6.7,9.06
30961,12.0,13.0,6.5,12.0,8.0,4.0,426,18.2,18.12,18.16
30962,20.0,2.0,1.8,4.0,20.0,3.0,171,8.2,5.8,7.1
30963,9.0,0.0,1.8,4.0,17.0,3.0,170,7.8,7.9,7.84
30964,1.0,9.0,2.0,4.0,20.0,3.0,168,6.8,7.6,7.2
30965,2.0,2.0,4.4,8.0,15.0,4.0,345,15.1,8.2,11.99
30966,10.0,12.0,3.0,6.0,5.0,0.0,280,15.1,11.8,13.62
30967,1.0,0.0,2.5,4.0,23.0,4.0,301,13.3,8.3,11.05
30968,7.0,6.0,5.0,8.0,13.0,3.0,344,12.544509425422014,13.5,14.49
30969,4.0,11.0,2.4,4.0,3.0,3.0,226,10.5,8.5,9.6
30970,7.0,6.0,2.7,6.0,11.0,3.0,248,11.6,9.3,10.57
30971,14.0,11.0,3.5,6.0,18.0,4.0,205,10.2,9.8,10.02
30972,3.0,0.0,2.0,4.0,15.0,4.0,219,11.1,8.9,10.11
30973,1.0,2.0,3.6,6.0,19.0,3.0,235,12.59,9.9,11.38
30974,7.0,10.0,5.0,8.0,13.0,3.0,337,16.1,10.7,13.67
30975,9.0,11.0,3.5,6.0,16.0,3.0,256,13.61,7.6,10.9
30976,9.0,4.0,3.5,6.0,11.0,3.0,249,11.0,9.137623176401432,9.7
30977,2.0,10.0,4.4,8.0,13.0,4.0,329,14.4,12.11,13.37
30978,20.0,11.0,2.5,4.0,19.0,3.0,126,5.7,7.5,6.51
30979,5.0,12.0,3.6,6.0,5.0,3.0,285,12.3,6.0,9.47
30980,16.0,11.0,2.4,4.0,19.0,3.0,206,12.2,7.8,10.22
30981,4.0,10.0,1.2,4.0,22.0,3.0,176,4.5,6.8,5.53
30982,7.0,12.0,3.5,5.292000277527232,13.0,3.0,340,18.21,12.8,15.77
30983,11.0,9.0,1.6,4.0,7.0,3.0,162,11.4,6.1,9.02
30984,2.0,1.0,4.4,8.0,15.0,4.0,310,19.4,13.8,16.89
30985,20.0,2.0,1.8,4.0,17.0,3.0,170,8.8,7.2,8.1
30986,16.0,11.0,2.0,4.0,19.0,3.0,202,10.7,6.4,8.77
30987,2.0,0.0,4.4,8.0,13.0,4.0,318,14.0,10.4,12.38
30988,10.0,11.0,2.4,4.0,22.0,3.0,218,11.5,8.2,10.0
30989,7.0,6.0,3.5,5.292000277527232,11.0,3.0,296,12.544509425422014,9.9,11.66
30990,7.0,6.0,3.0,6.0,11.0,0.0,305,12.0,12.2,12.09
30991,4.0,2.0,1.8,4.0,13.0,3.0,206,9.4,7.6,8.59
30992,18.0,2.0,2.0,4.0,23.0,3.0,182,8.6,9.137623176401432,7.92
30993,4.0,6.0,5.3,8.0,3.0,3.0,324,15.0,10.7,13.06
30994,5.0,2.0,2.9777784042058384,4.0,23.0,3.0,181,11.7,8.0,10.04
30995,4.0,12.0,2.9777784042058384,6.0,6.0,3.0,277,10.3,7.0,8.82
30996,11.0,11.0,2.9777784042058384,4.0,13.0,3.0,262,13.0,10.0,11.65
30997,2.0,2.0,2.0,4.0,15.0,4.0,209,11.9,10.2,11.1
30998,4.0,0.0,3.6,6.0,13.0,3.0,243,10.7,7.6,9.3
30999,17.0,6.0,5.6,8.0,14.0,3.0,330,17.5,10.8,14.48
31000,20.0,2.0,1.8,4.0,1.0,3.0,172,8.1,8.4,8.2
31001,3.0,2.0,6.2,8.0,15.0,4.0,358,13.6,11.4,12.61
31002,4.0,12.0,2.9777784042058384,8.0,3.0,3.0,334,12.0,10.6,11.36
31003,5.0,12.0,5.7,8.0,2.0,3.0,346,16.0,9.6,13.12
31004,7.0,7.0,2.9777784042058384,4.0,15.0,3.0,229,10.8,8.9,9.94
31005,4.0,6.0,5.3,8.0,3.0,3.0,334,18.8,12.9,16.16
31006,5.0,1.0,3.6,6.0,2.0,3.0,247,12.2,8.5,10.54
31007,13.0,12.0,3.0,6.0,15.0,0.0,244,14.2,9.7,12.18
31008,4.0,0.0,1.8,4.0,22.0,3.0,195,10.7,7.7,9.4
31009,9.0,0.0,1.8,4.0,22.0,3.0,170,7.8,7.1,7.49
31010,20.0,0.0,1.5,4.0,22.0,3.0,171,9.0,6.5,7.88
31011,7.0,10.0,5.0,8.0,11.0,3.0,353,15.7,11.3,13.72
31012,17.0,9.0,1.6,4.0,23.0,4.0,181,7.9,7.6,11.013572964095445
31013,8.0,0.0,2.0,4.0,8.0,3.0,206,10.5,5.1,8.07
31014,4.0,6.0,2.9777784042058384,8.0,0.0,4.0,358,13.3,11.0,12.27
31015,2.0,10.0,3.0,6.0,15.0,4.0,238,18.69,9.0,14.33
31016,5.0,2.0,6.2,8.0,5.0,4.0,391,15.2,11.7,13.63
31017,2.0,12.0,3.0,6.0,8.0,4.0,297,13.2,12.5,12.89
31018,4.0,6.0,5.3,8.0,0.0,3.0,309,12.8,9.4,11.27
31019,2.0,0.0,3.0,6.0,15.0,4.0,216,10.4,8.5,9.54
31020,15.0,0.0,2.0,4.0,13.0,3.0,164,9.9,7.6,8.87
31021,3.0,12.0,6.2,8.0,5.0,4.0,338,10.4,11.0,10.67
31022,4.0,2.0,2.5,4.0,13.0,3.0,190,9.3,7.6,8.54
31023,4.0,12.0,5.3,8.0,3.0,3.0,345,16.0,11.3,13.88
31024,5.0,2.0,6.2,8.0,5.0,4.0,450,19.19,17.3,18.35
31025,8.0,0.0,3.6,6.0,13.0,3.0,280,16.49,10.0,13.57
31026,20.0,2.0,2.5,4.0,13.0,3.0,165,10.5,7.6,11.013572964095445
31027,20.0,5.0,3.5,5.292000277527232,23.0,3.0,346,17.8,16.49,17.21
31028,2.0,10.0,4.4,8.0,15.0,4.0,327,14.3,11.6,13.09
31029,18.0,11.0,2.9777784042058384,4.0,13.0,3.0,213,10.1,9.0,9.61
31030,4.0,6.0,5.3,8.0,5.0,3.0,308,18.0,10.8,14.76
31031,20.0,2.0,1.8,4.0,17.0,3.0,169,9.2,8.5,8.88
31032,12.0,13.0,5.2,10.0,8.0,3.0,385,26.6,12.0,20.04
31033,4.0,11.0,2.4,4.0,3.0,1.0,215,12.8,9.0,11.09
31034,5.0,2.0,3.6,6.0,5.0,3.0,237,18.4,12.0,15.52
31035,19.0,8.0,2.0,4.0,15.0,3.0,217,10.3,8.2,9.35
31036,18.0,11.0,2.0,4.0,13.0,3.0,275,12.2,8.9,10.71
31037,17.0,2.0,2.5,4.0,17.0,3.0,169,9.7,6.9,8.44
31038,17.0,2.0,1.6,5.292000277527232,17.0,3.0,157,10.5,6.3,8.61
31039,5.0,1.0,3.6,6.0,5.0,1.0,235,10.2,12.4,11.19
31040,7.0,12.0,5.4,8.0,3.0,3.0,359,20.5,13.61,17.39
31041,17.0,9.0,2.0,4.0,17.0,3.0,199,9.5,8.5,9.05
31042,20.0,12.0,2.5,4.0,17.0,3.0,110,4.2,6.4,5.19
31043,11.0,0.0,2.9777784042058384,4.0,13.0,3.0,178,10.1,6.5,8.48
31044,0.0,11.0,3.5,6.0,13.0,4.0,256,12.9,10.8,11.96
31045,3.0,0.0,2.7,4.0,11.0,4.0,241,16.8,11.7,14.51
31046,6.0,3.0,1.4,4.0,3.0,3.0,195,10.4,7.8,9.23
31047,10.0,11.0,2.4,4.0,6.0,3.0,226,10.7,9.137623176401432,10.7
31048,19.0,9.0,2.0,4.0,15.0,3.0,216,10.5,12.1,11.22
31049,11.0,4.0,2.9777784042058384,6.0,13.0,3.0,276,11.1,6.9,9.21
31050,9.0,11.0,3.5,6.0,16.0,3.0,262,14.1,10.4,12.44
31051,0.0,2.0,3.5,6.0,8.0,4.0,137,5.9,7.7,6.71
31052,5.0,1.0,3.6,6.0,5.0,3.0,256,11.81,11.1,11.48
31053,7.0,1.0,2.0,4.0,17.0,3.0,177,7.8,7.7,7.75
31054,7.0,6.0,3.7,6.0,3.0,1.0,280,14.8,9.1,12.24
31055,7.0,15.0,3.5,6.0,13.0,3.0,407,15.9,10.7,13.56
31056,5.0,1.0,6.4,8.0,5.0,4.0,344,30.19,11.1,21.6
31057,12.0,13.0,5.2,10.0,8.0,4.0,371,19.3,13.9,16.9
31058,8.0,9.0,2.9777784042058384,4.0,22.0,3.0,193,10.6,7.1,9.03
31059,7.0,6.0,3.0,6.0,11.0,0.0,297,15.3,10.5,13.14
31060,7.0,12.0,2.9777784042058384,6.0,13.0,3.0,332,20.7,12.1,16.83
31061,20.0,5.0,2.7,4.0,1.0,3.0,255,9.6,7.5,8.65
31062,14.0,10.0,2.9777784042058384,8.0,11.0,4.0,314,15.41,9.7,12.84
31063,7.0,10.0,5.0,8.0,13.0,3.0,299,12.544509425422014,7.3,10.6
31064,10.0,12.0,2.9777784042058384,6.0,5.0,3.0,289,17.4,8.5,13.39
31065,10.0,11.0,2.4,4.0,13.0,3.0,252,11.3,7.2,9.45
31066,20.0,4.0,3.5,6.0,13.0,3.0,301,13.4,8.7,11.29
31067,20.0,0.0,1.5,4.0,13.0,3.0,163,10.0,8.1,9.15
31068,20.0,2.0,3.5,5.292000277527232,13.0,3.0,229,10.5,9.1,9.87
31069,2.0,0.0,4.4,8.0,15.0,4.0,301,12.4,8.5,11.013572964095445
31070,4.0,5.0,2.5,4.0,3.0,3.0,238,11.2,10.1,10.71
31071,9.0,9.0,1.5,4.0,23.0,3.0,103,4.2,5.7,4.88
31072,7.0,11.0,2.5,4.0,13.0,1.0,216,9.2,7.2,8.3
31073,10.0,11.0,2.4,4.0,3.0,3.0,256,11.8,9.1,10.59
31074,14.0,0.0,3.5,6.0,13.0,4.0,245,12.9,9.9,11.55
31075,7.0,13.0,3.5,6.0,8.0,4.0,382,25.3,17.9,21.97
31076,17.0,11.0,3.5,6.0,17.0,3.0,248,11.2,8.4,9.94
31077,18.0,2.0,2.0,4.0,23.0,3.0,189,8.8,7.2,8.08
31078,2.0,12.0,4.4,8.0,15.0,4.0,346,19.9,11.6,16.16
31079,14.0,2.0,2.5,4.0,19.0,3.0,175,9.6,7.9,8.84
31080,2.0,10.0,2.0,4.0,15.0,4.0,214,11.9,7.3,9.83
31081,4.0,6.0,3.0,6.0,0.0,0.0,233,9.7,6.9,8.44
31082,2.0,11.0,2.0,5.292000277527232,15.0,4.0,236,6.1,6.8,6.42
31083,4.0,12.0,5.3,8.0,3.0,1.0,300,12.1,9.5,10.93
31084,9.0,11.0,2.4,4.0,2.0,3.0,205,10.3,10.2,10.26
31085,7.0,11.0,2.0,4.0,13.0,3.0,235,12.3,9.137623176401432,10.9
31086,4.0,11.0,2.4,4.0,3.0,3.0,214,9.1,7.9,11.013572964095445
31087,19.0,11.0,2.0,4.0,15.0,4.0,216,10.91,8.3,9.73
31088,13.0,11.0,2.9777784042058384,4.0,15.0,4.0,230,11.49,7.2,9.57
31089,5.0,1.0,3.6,6.0,5.0,3.0,244,12.8,11.6,12.26
31090,7.0,6.0,5.0,8.0,13.0,3.0,416,15.49,10.2,13.12
31091,5.0,2.0,3.6,6.0,5.0,3.0,233,16.6,9.0,13.18
31092,5.0,2.0,2.4,4.0,3.0,3.0,227,11.1,7.8,9.62
31093,5.0,1.0,6.4,8.0,5.0,4.0,341,15.2,13.19,11.013572964095445
31094,11.0,0.0,1.6,4.0,13.0,3.0,155,9.6,6.9,8.38
31095,5.0,2.0,1.4,4.0,23.0,3.0,173,7.9,9.137623176401432,7.2
31096,7.0,7.0,2.5,4.0,13.0,1.0,234,13.0,9.2,11.3
31097,17.0,2.0,2.5,4.0,17.0,3.0,184,9.4,7.5,8.5
31098,2.0,11.0,2.0,4.0,15.0,4.0,215,9.2,7.9,8.6
31099,11.0,2.0,1.6,4.0,8.0,3.0,190,8.4,6.7,7.63
31100,20.0,5.0,3.5,6.0,13.0,3.0,289,18.59,11.1,15.22
31101,10.0,11.0,2.0,4.0,22.0,3.0,201,8.8,7.4,8.17
31102,7.0,7.0,2.5,4.0,13.0,3.0,234,12.544509425422014,8.5,10.3
31103,6.0,13.0,1.4,4.0,23.0,3.0,194,10.7,9.4,10.12
31104,14.0,0.0,2.9777784042058384,6.0,13.0,4.0,260,12.4,8.1,10.46
31105,7.0,6.0,3.5,6.0,13.0,1.0,316,12.11,9.5,10.93
31106,15.0,2.0,2.5,4.0,23.0,3.0,191,8.1,7.3,7.74
31107,13.0,11.0,2.0,4.0,13.0,4.0,271,13.7,9.9,11.99
31108,18.0,11.0,2.4,4.0,13.0,3.0,256,14.99,8.9,12.26
31109,0.0,0.0,1.5,4.0,20.0,4.0,171,11.4,6.6,9.24
31110,18.0,2.0,2.0,4.0,23.0,3.0,187,10.4,7.7,11.013572964095445
31111,11.0,4.0,3.3,6.0,13.0,3.0,285,11.4,9.1,10.36
31112,10.0,11.0,2.0,4.0,6.0,3.0,211,10.4,7.5,9.1
31113,5.0,2.0,2.4,4.0,3.0,3.0,192,10.6,9.0,9.9
31114,7.0,11.0,1.6,4.0,13.0,3.0,215,10.6,8.7,9.75
31115,13.0,12.0,3.0,6.0,15.0,4.0,363,22.3,13.79,11.013572964095445
31116,3.0,9.0,3.0,6.0,13.0,3.0,254,15.6,11.9,13.9
31117,14.0,11.0,2.0,4.0,13.0,4.0,219,10.2,6.9,8.71
31118,18.0,11.0,2.9777784042058384,4.0,13.0,3.0,229,5.6,7.7,6.54
31119,7.0,6.0,5.0,5.292000277527232,11.0,3.0,324,15.2,9.7,12.72
31120,1.0,11.0,2.5,5.292000277527232,23.0,3.0,219,9.3,8.1,8.76
31121,17.0,9.0,1.6,4.0,23.0,4.0,199,12.544509425422014,7.5,8.76
31122,2.0,13.0,2.0,4.0,15.0,4.0,204,10.3,8.2,9.36
31123,17.0,6.0,5.6,8.0,14.0,3.0,323,20.62,17.5,19.2
31124,7.0,6.0,3.7,6.0,13.0,1.0,311,18.4,10.4,14.8
31125,13.0,12.0,5.0,8.0,15.0,4.0,335,22.51,10.4,17.05
31126,2.0,1.0,2.0,4.0,15.0,4.0,212,11.8,7.9,10.04
31127,20.0,0.0,2.0,4.0,18.0,3.0,174,8.3,9.137623176401432,7.89
31128,10.0,11.0,2.4,4.0,6.0,3.0,218,11.4,8.3,10.01
31129,7.0,10.0,2.3,4.0,23.0,3.0,223,9.5,7.9,8.78
31130,18.0,0.0,1.6,4.0,13.0,3.0,157,4.2,6.7,5.33
31131,17.0,0.0,1.6,4.0,22.0,3.0,199,12.544509425422014,7.7,8.53
31132,9.0,2.0,1.5,4.0,20.0,3.0,124,4.4,6.1,5.17
31133,4.0,15.0,5.3,8.0,1.0,3.0,413,16.49,13.0,14.9
31134,8.0,0.0,2.0,4.0,3.0,3.0,211,10.5,7.8,9.29
31135,19.0,8.0,2.0,4.0,15.0,4.0,201,10.0,7.3,8.79
31136,8.0,0.0,2.0,4.0,13.0,3.0,215,8.9,7.1,8.1
31137,17.0,9.0,2.0,4.0,21.0,3.0,181,10.0,8.6,9.37
31138,9.0,2.0,2.0,4.0,13.0,3.0,176,8.1,6.1,7.2
31139,17.0,5.0,2.5,4.0,22.0,3.0,281,13.3,11.0,12.27
31140,19.0,12.0,2.0,4.0,15.0,4.0,250,11.4,8.4,10.05
31141,18.0,11.0,2.4,5.292000277527232,13.0,3.0,241,12.6,11.81,12.24
31142,13.0,11.0,2.0,4.0,16.0,4.0,216,9.4,9.5,9.4
31143,10.0,11.0,3.2,6.0,6.0,3.0,258,12.0,8.9,10.6
31144,11.0,0.0,1.6,4.0,17.0,3.0,153,10.6,7.3,9.12
31145,2.0,10.0,2.9777784042058384,6.0,8.0,4.0,293,18.7,11.0,15.23
31146,4.0,11.0,1.4,4.0,23.0,3.0,116,4.4,7.4,5.75
31147,11.0,1.0,2.9777784042058384,6.0,15.0,3.0,288,12.544509425422014,9.1,12.5
31148,2.0,12.0,4.4,8.0,15.0,4.0,336,13.4,8.4,11.1
31149,7.0,12.0,3.5,6.0,13.0,3.0,321,11.49,13.7,12.48
31150,2.0,11.0,2.0,4.0,15.0,0.0,201,11.9,8.3,10.28
31151,20.0,2.0,1.8,4.0,17.0,3.0,178,8.3,6.5,7.5
31152,4.0,6.0,2.9777784042058384,6.0,3.0,3.0,405,16.4,9.137623176401432,13.52
31153,6.0,11.0,2.9777784042058384,4.0,22.0,3.0,180,9.0,7.5,8.32
31154,18.0,11.0,2.0,4.0,13.0,3.0,285,14.6,12.3,13.57
31155,3.0,0.0,2.7,4.0,11.0,4.0,230,11.6,9.4,10.61
31156,17.0,11.0,3.5,6.0,17.0,3.0,280,13.8,11.6,12.81
31157,6.0,9.0,1.4,4.0,7.0,3.0,210,11.3,8.1,9.86
31158,20.0,2.0,1.8,4.0,17.0,3.0,143,5.5,5.6,5.55
31159,2.0,1.0,3.0,6.0,15.0,4.0,242,11.2,9.3,10.35
31160,9.0,11.0,3.5,6.0,3.0,3.0,266,15.9,9.1,12.84
31161,0.0,11.0,3.5,5.292000277527232,13.0,4.0,261,15.4,12.4,14.05
31162,18.0,0.0,2.0,4.0,23.0,3.0,229,11.9,8.4,10.32
31163,12.0,13.0,5.2,10.0,8.0,4.0,375,11.9,8.6,10.41
31164,20.0,5.0,3.5,6.0,23.0,3.0,341,17.4,12.1,15.02
31165,4.0,11.0,1.4,4.0,23.0,3.0,193,10.6,6.8,8.89
31166,2.0,11.0,2.0,4.0,15.0,4.0,226,12.9,8.4,10.88
31167,20.0,4.0,3.5,6.0,13.0,3.0,287,13.7,12.6,13.2
31168,4.0,2.0,2.9777784042058384,4.0,13.0,3.0,215,10.0,9.137623176401432,7.98
31169,5.0,2.0,6.4,8.0,5.0,4.0,328,14.5,12.3,13.51
31170,9.0,9.0,1.5,4.0,23.0,3.0,96,4.4,6.2,5.21
31171,14.0,11.0,2.0,4.0,13.0,4.0,228,14.6,9.2,12.17
31172,7.0,11.0,2.0,4.0,13.0,3.0,228,15.4,8.7,12.38
31173,3.0,12.0,2.9777784042058384,8.0,5.0,3.0,341,19.2,11.8,15.87
31174,3.0,11.0,3.6,6.0,13.0,3.0,246,10.7,8.2,9.6
31175,9.0,0.0,2.9777784042058384,4.0,23.0,3.0,184,7.7,7.2,7.47
31176,2.0,10.0,3.0,6.0,23.0,4.0,262,14.9,9.4,12.4
31177,17.0,13.0,3.7,6.0,14.0,4.0,254,11.4,9.6,10.6
31178,7.0,10.0,2.3,5.292000277527232,11.0,3.0,234,11.4,9.137623176401432,9.87
31179,13.0,11.0,2.0,4.0,15.0,4.0,230,12.11,9.8,11.06
31180,9.0,0.0,2.9777784042058384,4.0,22.0,3.0,179,11.7,7.6,9.86
31181,8.0,0.0,1.8,4.0,13.0,3.0,192,10.1,8.3,11.013572964095445
31182,3.0,0.0,2.0,4.0,23.0,4.0,240,17.9,11.4,14.97
31183,11.0,0.0,2.9777784042058384,4.0,23.0,3.0,224,13.61,8.8,11.4
31184,12.0,13.0,5.2,10.0,8.0,4.0,406,18.7,15.9,17.44
31185,11.0,2.0,2.9777784042058384,6.0,15.0,4.0,290,18.3,12.1,15.5
31186,4.0,2.0,1.4,5.292000277527232,13.0,3.0,149,6.2,6.1,6.15
31187,2.0,2.0,4.4,8.0,15.0,4.0,335,18.4,9.137623176401432,14.58
31188,2.0,10.0,2.9777784042058384,4.0,15.0,4.0,209,11.1,6.6,9.07
31189,7.0,10.0,3.7,6.0,23.0,3.0,264,11.7,8.9,10.44
31190,18.0,0.0,1.6,4.0,23.0,3.0,191,9.9,7.3,8.73
31191,4.0,10.0,1.4,4.0,22.0,3.0,109,12.544509425422014,7.3,5.59
31192,7.0,6.0,2.7,6.0,11.0,3.0,251,15.41,7.8,11.98
31193,9.0,0.0,2.0,5.292000277527232,23.0,3.0,165,10.8,7.8,9.45
31194,4.0,0.0,1.6,4.0,23.0,0.0,165,12.1,11.7,11.92
31195,12.0,13.0,6.5,5.292000277527232,8.0,4.0,366,12.544509425422014,10.2,15.04
31196,0.0,0.0,2.4,4.0,9.0,4.0,208,11.0,8.4,9.83
31197,8.0,2.0,2.0,5.292000277527232,13.0,3.0,186,9.8,8.2,9.08
31198,4.0,5.0,3.6,6.0,3.0,3.0,274,13.3,11.3,12.41
31199,7.0,12.0,2.0,4.0,3.0,3.0,232,12.41,9.6,11.14
31200,7.0,10.0,5.0,8.0,23.0,3.0,306,18.8,11.1,15.34
31201,8.0,12.0,3.6,6.0,15.0,3.0,298,14.7,13.1,13.99
31202,7.0,0.0,2.0,4.0,7.0,1.0,154,10.4,9.1,9.81
31203,17.0,11.0,3.7,6.0,23.0,4.0,278,15.1,12.8,14.06
31204,18.0,0.0,1.6,4.0,23.0,3.0,197,12.4,8.1,10.47
31205,4.0,1.0,2.9777784042058384,6.0,13.0,3.0,255,13.79,8.7,11.51
31206,2.0,10.0,3.0,6.0,8.0,4.0,306,16.5,11.1,14.07
31207,8.0,1.0,2.9777784042058384,4.0,15.0,4.0,236,8.0,7.2,7.64
31208,5.0,2.0,2.0,4.0,3.0,1.0,190,9.8,8.0,8.99
31209,20.0,3.0,2.9777784042058384,4.0,13.0,4.0,210,8.2,7.8,8.0
31210,5.0,1.0,3.6,6.0,5.0,3.0,231,9.1,7.0,8.2
31211,17.0,12.0,2.9777784042058384,8.0,14.0,3.0,413,14.4,10.2,12.51
31212,2.0,10.0,3.0,6.0,15.0,4.0,244,12.544509425422014,8.3,11.1
31213,11.0,1.0,3.3,6.0,3.0,3.0,246,11.2,8.5,11.013572964095445
31214,2.0,0.0,3.0,6.0,15.0,4.0,219,11.4,8.9,10.28
31215,8.0,0.0,1.8,4.0,13.0,3.0,191,10.2,7.9,9.16
31216,9.0,2.0,2.4,4.0,17.0,3.0,190,9.1,7.6,8.43
31217,5.0,1.0,3.6,6.0,13.0,3.0,267,16.7,11.3,14.27
31218,15.0,0.0,2.5,4.0,13.0,3.0,188,8.6,8.9,8.73
31219,6.0,9.0,1.4,4.0,23.0,3.0,184,9.8,7.8,8.9
31220,2.0,11.0,3.0,6.0,23.0,4.0,241,10.3,9.6,9.98
31221,4.0,12.0,5.3,8.0,3.0,3.0,325,16.4,10.7,13.8
31222,20.0,2.0,3.5,6.0,15.0,3.0,213,11.8,8.6,10.36
31223,7.0,7.0,2.0,5.292000277527232,15.0,1.0,213,7.6,7.6,7.6
31224,18.0,2.0,2.4,4.0,13.0,3.0,152,5.6,7.4,6.41
31225,2.0,0.0,3.0,6.0,5.0,4.0,189,8.7,7.8,8.29
31226,4.0,6.0,5.3,8.0,5.0,3.0,334,14.6,7.8,11.54
31227,16.0,11.0,3.0,6.0,13.0,4.0,253,10.5,8.1,9.42
31228,17.0,2.0,2.5,4.0,20.0,3.0,182,11.6,7.0,9.53
31229,1.0,0.0,2.0,4.0,22.0,3.0,185,12.544509425422014,7.5,8.05
31230,20.0,2.0,2.5,4.0,13.0,3.0,166,9.9,6.9,8.55
31231,0.0,2.0,3.5,6.0,13.0,4.0,228,10.4,10.7,10.54
31232,10.0,11.0,2.4,4.0,6.0,3.0,217,11.5,10.0,10.82
31233,12.0,13.0,6.5,12.0,8.0,3.0,400,16.0,13.1,14.68
31234,7.0,7.0,2.5,4.0,13.0,3.0,230,10.3,8.4,9.45
31235,5.0,1.0,3.6,5.292000277527232,5.0,3.0,256,11.5,7.0,9.48
31236,10.0,11.0,3.6,6.0,23.0,3.0,338,19.0,11.3,15.54
31237,17.0,13.0,3.7,6.0,14.0,4.0,256,14.9,8.3,11.93
31238,2.0,0.0,2.0,4.0,23.0,4.0,204,7.8,7.4,7.62
